번호,수어 표제어 번호,수형설명,한국어 대응표현,결합정보,대/중 분류
128,22375,"왼 주먹의 1․2지를 펴서 벌려 끝이 오른쪽으로 바닥이 밖으로 향하게 하고 그 등에 오른 주먹의 1․2지를 펴서 벌려 바닥을 대고, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",공화 제도,공화+제도,전문용어 수어 > 정치
129,23782,"왼 주먹을 모로 세우고 오른 주먹의 1지를 펴서 왼 주먹을 중심으로 수평으로 한 바퀴 돌리고 수직으로 한 바퀴 돌린 다음, 1지 끝으로 끝이 아래로 향하게 하여, 왼 주먹을 중심으로 원을 그리고 그 속을 콕 찍고, 손등이 위로 향하게 쥔 두 주먹을 가슴 앞에서 맞댔다가 밖으로 벌려 내밀며 활짝 편 다음, 왼손을 펴서 손끝이 위로 손바닥이 밖으로 향하게 세우고, 그 바닥에 약간 굽힌 오른손의 손끝을 댄 다음 밖으로 밀어내고, 두 손의 손가락을 약간 구부려 마주보게 세워 전후로 약간 흔든 다음, 손등이 밖으로 향하게 펴서 손가락을 약간 구부린 두 팔을 ‘X’자로 댔다가 주먹을 쥐며 당겨 두 손목이 ‘X’자로 닿게 한다.",핵 확산 방지 조약,핵+확산(퍼지다)+방지+조약,전문용어 수어 > 정치
130,23768,"두 손을 약간 구부려 마주 보게 하였다가 가슴 중앙으로 모은 다음, 손끝이 오른쪽으로 향하게 모로 세운 왼손의 1·5지 사이로 손가락이 아래로 손등이 밖으로 향한 오른손을 두 번 내리 넣는다.",합병 선거,합병(합치다)+선거,전문용어 수어 > 정치
131,23697,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등을 손등이 위로 손끝이 아래로 향하게 편 오른손의 손끝으로 밀어 내고, 오른 주먹 1·2지를 펴서 약간 구부려 끝이 두 눈으로 향하게 하여 왼쪽으로 돌린 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직이고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",판무관,국가+파견+관리자,전문용어 수어 > 정치
132,23716,"오른 주먹을, 1·5지 옆면이 닿게 턱에 대고 전후로 움직인 다음, 왼 주먹의 1지를 펴서 끝이 오른쪽으로 향하게 하고, 오른 주먹의 1·5지를 구부려 왼 주먹의 1지에 ‘÷’ 모양이 되게 끼우고, 두 손 각각 손가락 끝을 맞대고 비빈 다음, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한다.",평균 지권,평균+지권(토지+권리),전문용어 수어 > 정치
133,23778,"오른 주먹의 4지를 펴서 끝을 오른쪽 입가에 댄 다음, 두 손을 손바닥이 아래로 손끝이 밖으로 향하게 하여 상하로 약간 움직이며 왼쪽에서 오른쪽으로 이동하고, 손끝이 밖으로, 손바닥이 위로 향하게 약간 구부린 오른손을 왼쪽에서 오른쪽으로 이동하고, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직인 다음, 오른 주먹의 1지를 펴서 끝 바닥을 오른쪽 관자놀이에 대고, 손끝이 아래로 향하게 편 오른손의 손가락 바닥으로, 수평으로 올린 왼손의 4지 옆면을 왼쪽에서 오른쪽으로 두 번 스쳐 낸다.",해운 정책,해운(바다+운송)+정책,전문용어 수어 > 정치
134,23776,"오른 주먹의 4지를 펴서 끝을 오른쪽 입가에 댄 다음, 두 손을 손바닥이 아래로 손끝이 밖으로 향하게 하여 상하로 약간 움직이며 왼쪽에서 오른쪽으로 이동하고, 약간 구부린 두 손을 양 어깨에 올려놓은 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직이고, 오른손을 손바닥이 왼쪽으로 손끝이 밖으로 향하게 하여 곧바로 내민 다음, 손끝이 위로 손바닥이 옆으로 향하게 펴서 세운 두 손을 양쪽 귀 옆에서 밖으로 두 번 내민다.",해양 정치학,해양+정치학(정치+-학),전문용어 수어 > 정치
135,23755,"오른 주먹 1·2지를 약간 구부려 끝이 눈으로 향하게 하여 왼쪽으로 돌린 다음, 펴서 세운 오른손을, 5지를 펴서 세운 왼 주먹을 감싸듯이 오른쪽에서 왼쪽으로 돌리고, 손바닥이 위로 손끝이 밖으로 향하게 비스듬히 세운 두 손을 안으로 당긴 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든다.",피보호국,보호+받다+국가,전문용어 수어 > 정치
136,23718,"손등이 위로 향하게 편 두 손을 맞댔다가 양옆으로 벌린 다음, 손끝이 오른쪽으로 향하게 모로 세운 왼손의 1·5지 사이로 손가락이 아래로 손등이 밖으로 향한 오른손을 두 번 내리 넣고, 1·2지를 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",평등 선거제,평등+선거제(선거+제도),전문용어 수어 > 정치
137,22444,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔들고, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한 다음, 오른 주먹을 쥐고 팔을 구부려 당기고, 손끝이 약간 밖으로 향하게 모로 세운 왼손의 1지 윗면에 오른손을 손끝이 약간 밖으로 향하게 모로 세운 다음, 두 손의 손끝을 마주 댔다가 안으로 원을 그리며 돌려 두 손목을 맞댄다.",국권당,국가+권력+당,전문용어 수어 > 정치
138,23780,"왼 주먹을 모로 세우고 오른 주먹의 1지를 펴서 왼 주먹을 중심으로 수평으로 한 바퀴 돌리고 수직으로 한 바퀴 돌린 다음, 1지 끝으로 끝이 아래로 향하게 하여, 왼 주먹을 중심으로 원을 그리고 그 속을 콕 찍고, 약간 구부린 왼손은 배에, 오른손은 그 위쪽에 댔다가 밖으로 내밀며 손가락을 모으고, 오른 주먹의 1지를 펴서 끝 바닥을 왼쪽 눈 밑에 댔다가 오른쪽 눈 밑에 댄 다음, 손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹의 1·2지를 펴서 끝을 대고 세우고, 손등이 위로 손끝이 오른쪽으로 향하게 편 왼 손바닥에, 그 오른쪽 아래에서 오른손의 손끝을, 손바닥이 안으로 향하게 하여 반원을 그리며 올려댄 다음, 5지를 펴서 세운 두 주먹을 마주 보게 하여 두 번 약간 누이다가 세운다.",핵 안보 정상 회의,핵+안보(안전+보장)+정상(최고)+회의,전문용어 수어 > 정치
139,23770,"두 주먹의 1지를 펴서 구부려 연결하여 오른쪽으로 돌린 다음, 두 손을 약간 구부려 마주 보게 하여 중앙으로 모으고, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든다.",합중국,연합+국가,전문용어 수어 > 정치
140,22302,"손바닥이 안으로 향하게 편 왼 손바닥에 오른 손등을 스쳐 댔다 뗐다 하면서 두 손을 동시에 위로 올린 다음, 오른 주먹의 1지를 펴서 끝이 아래로 향하게 하여 끝으로 명치 부위를 스쳐 올려 바닥이 안으로 향하게 세우고, 두 주먹의 1·2지를 펴서 모로 세워 왼손의 1지 위에 오른손의 2지가 닿게 하여 동시에 앞으로 두 번 내민 다음, 두 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 좌우로 엇갈리게 움직인다.",개발 독재,개발+독재,전문용어 수어 > 정치
141,22413,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔들고, 오른 주먹의 1지를 펴서 끝이 아래로 향하게 하여 끝으로 명치 부위를 스쳐 올려 바닥이 안으로 향하게 세운 다음, 오른손을 가슴 앞에서 주먹을 쥐며 왼 손바닥에 내려놓고, 주먹을 쥐고 세운 왼팔의 팔꿈치 밑에 오른 손등을 대고 손가락을 활짝 편 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 왼 손바닥으로 내린다.",국가 독점 자본,국가+독점+자본,전문용어 수어 > 정치
142,22451,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌리고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 위에 오른손을, 손바닥이 아래로 향하게 놓고 두 손을 동시에 안으로 당기면서 오른손의 1·2·3·4지를 구부리고, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",국민 소환제,국민+소환제(소환+제도),전문용어 수어 > 정치
143,22461,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 왼손을 펴서 손끝이 위로 손바닥이 밖으로 향하게 세우고, 그 바닥에 약간 굽힌 오른 손끝을 댄 다음 밖으로 밀어내고, 오른 주먹의 1지를 펴서 끝으로 치아를 가리키고, 손바닥이 위로 향하게 편 왼 손바닥을 손가락을 벌려 손끝이 위로 향하게 약간 구부린 오른손의 손등으로 두 번 두드린다.",국방백서,국방+백서(하양+문서),전문용어 수어 > 정치
144,23715,"손등이 안으로 향하게 세운 오른손의 1·2·3·4·5지를 반쯤 굽힌 다음, 1·4지를 펴서 바닥이 왼쪽으로 끝이 밖으로 향하게 하고, 1·5지를 펴서 1지 끝이 왼쪽으로 손등이 밖으로 향하게 하고, 손등이 밖으로 향하게 쥔 오른 주먹의 1·2·3지를 펴서 끝이 왼쪽으로 향하게 하여 2·3지는 붙이고 1지는 뗀 다음, 1지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1·5지를 펴서 1지 끝이 아래로 손등이 밖으로 향하게 세운 다음, 1지를 펴서 끝이 위로 등이 밖으로 향하게 세우고, 1·5지를 펴서 1지 끝이 왼쪽으로 손등이 밖으로 향하게 한다.",펜타곤,지문자 '펜타곤',전문용어 수어 > 정치
145,23756,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에 오른 손바닥을 세워 두 번 댄 다음, 손끝이 밖으로 향하게 모로 세운 오른손으로 왼 손바닥을 내리치고, 약간 구부린 오른손을 오른쪽 어깨에 올려놓은 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 붙였다 벌리는 동작을 두 번 반복한다.",피지의무,피지(원조+말다)+의무,전문용어 수어 > 정치
146,22458,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌리고, 손바닥이 위로 향하게 편 왼 손바닥을 오른 주먹의 5지 끝바닥으로 찍은 다음, 손끝이 오른쪽으로 향하게 모로 세운 왼손의 1·5지 사이에, 손끝이 아래로 향하게 편 오른손을 내리 넣는다.",국민 투표,국민+투표,전문용어 수어 > 정치
147,22449,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌리고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 위에 오른손을, 손바닥이 아래로 향하게 놓고 두 손을 동시에 안으로 당기면서 오른손의 1·2·3·4지를 구부린다.",국민 소환,국민+소환,전문용어 수어 > 정치
148,22450,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌리고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 위에 오른손을, 손바닥이 아래로 향하게 놓고 두 손을 동시에 안으로 당기면서 오른손의 1·2·3·4지를 구부린 다음, 주먹을 쥐고 반쯤 굽힌 왼팔의 위쪽에 오른손의 5지 옆면을 댔다가 반원을 그리며 내려 팔꿈치 위쪽에 4지 옆면이 닿게 한다.",국민 소환권,국민+소환권(소환+권리),전문용어 수어 > 정치
149,22459,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 두 번 약간 돌리며 벌리고, 손바닥이 위로 향하게 편 왼 손바닥을 오른 주먹의 5지 끝바닥으로 찍은 다음, 손끝이 오른쪽으로 향하게 모로 세운 왼손의 1·5지 사이에, 손끝이 아래로 향하게 편 오른손을 내리 넣고, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린 다음, 오른 손바닥으로 손등이 위로 향하게 쥔 왼 주먹을 밖으로 스쳐 내린다.",국민 투표제,국민+투표제(투표+제도),전문용어 수어 > 정치
150,22478,"손가락을 약간 구부린 두 손을 마주 보게 하여 동시에 밖으로 크게 돌리고, 두 주먹의 1지를 펴서 구부려 연결하여 오른쪽으로 돌린 다음, 두 손을 약간 구부려 마주 보게 하여 중앙으로 모으고, 왼 주먹의 1지를 펴서 세워 끝을, 손가락을 벌려 편 오른손의 손목 밑에 대고 오른손을 좌우로 약간 흔든다.",국제 연합기,국제 연합+기,전문용어 수어 > 정치
151,22479,"손가락을 약간 구부린 두 손을 마주 보게 하여 동시에 밖으로 크게 돌리고, 두 주먹의 1지를 펴서 구부려 연결하여 오른쪽으로 돌린 다음, 두 손을 약간 구부려 마주 보게 하여 중앙으로 모으고, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 5지 손톱이 닿게 이마 중앙에 두 번 댔다 떼고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에 오른 손바닥을 세워 두 번 댄 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",국제 연합 기술 원조처,국제 연합+기술+원조+처(곳),전문용어 수어 > 정치
152,20409,"오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내민 다음, 오른 손바닥으로 가슴과 배에 크게 원을 그리고, 손끝이 오른쪽으로 향하게 모로 세운 왼손의 안쪽을 오른 주먹의 1지를 펴서 끝으로 콕 찍은 다음, 오른 주먹의 1·5지를 펴서 모로 세워 좌우로 약간 흔들며 오른쪽으로 이동한다.",음성 기관,,전문용어 수어 > 국어 교과 용어
153,20410,"오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내밀고, 왼손을 손바닥이 오른쪽으로 손끝이 밖으로 향하게 세우고 그 오른쪽 밑에서 오른 주먹의 1·2지를 펴서 구부려 끝을 왼손바닥에 올려 댄 다음, 왼 손바닥에 오른손을 펴서 모로 세워 왼쪽에서 오른쪽으로 돌리며 짚어 나가고, 오른 주먹의 1·5지를 펴서 끝이 왼쪽으로 향하게 하여 왼쪽 가슴에 1·5지 옆면이 닿게 댄다.",음성 기호,,전문용어 수어 > 국어 교과 용어
154,20411,"손바닥이 밖으로 향하게 세운 두 손을 중앙으로 모아 교차하게 한 다음, 왼 주먹 등에, 오른 주먹의 바닥을 대며 1지를 끝이 밖으로 향하게 펴고, 오른 주먹의 1지를 펴서 끝 바닥을 코 오른쪽에 댔다가 떼며 1지를 접고 4지를 펴서 세운 다음, 오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내민다.",음성 모음,,전문용어 수어 > 국어 교과 용어
155,20412,"오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내민 다음, 오른 주먹의 1지를 펴서 세워 옆면을 입에 댔다가 밖으로 내민다.",음성 언어,,전문용어 수어 > 국어 교과 용어
156,20413,"오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내민 다음, 손끝이 위로 손바닥이 옆으로 향하게 펴서 세운 두 손을 양쪽 귀 옆에서 밖으로 두 번 내민다.",음성학,,전문용어 수어 > 국어 교과 용어
